row_index,Molality,Monomer Molecular Weight,Degree of Polymerization,CONDUCTIVITY,Mol_smiles_clean,is_valid,Count_P,Count_Cl,Count_O,Count_Si,Count_C,Count_F,Count_N,Count_S,Heteroatom_count,Topological_diameter_bonds,Longest_chain_atoms_est,MolWt,MolLogP,LogP,TPSA,TPSA_ratio,NumHDonors,NumHAcceptors,NumRotatableBonds,HeavyAtomCount,LabuteASA,Chi0,Chi1,Kappa1,Kappa2,FractionCSP3,RingCount,NumAromaticRings,NumAliphaticRings,MolCharge,MaxCharge,MinCharge,MeanCharge,FG_carbonyl,FG_ester,FG_amine_primary,FG_amine_secondary,FG_tertiary_amine,FG_sulfonyl,FG_thiol,FG_phosphate,FG_ether,FG_aromatic_ring,AromaticAtomCount,EState_sum,EState_mean,EState_max,EState_min,EState_std,Total_formal_charge,Num_positive_atoms,Num_negative_atoms,SASA_sum,TFSI Diffusivity,Li Diffusivity,Poly Diffusivity,Transference Number
0,1.4005,467.71,19.0,7.5748e-05,COCC(CNCC(CF)OC(=O))O,True,0,0,4,0,8,1,1,0,1,10.0,11,209.217,-0.9055999999999996,-0.9055999999999996,67.79,0.3240176467495472,2,5,9,14,82.1920897263936,10.811554787871634,6.739912065068584,13.28,8.859728552765278,0.875,0,0,0,0,0.2929940489240996,-0.460431630057729,-0.0874925087112664,1,1,0,1,1,0,0,0,2,0,0,43.16666666666666,3.083333333333333,12.105996551398338,-0.7895880574452006,4.210615945044031,0,0,0,82.1920897263936,3.2294e-08,1.2608e-08,1.5264e-08,-0.16276
1,1.4735,475.72,13.0,6.952e-05,O=C(CCNC(=O)COC(=O))NCCN,True,0,0,4,0,8,0,3,0,0,12.0,13,217.225,-2.2593999999999976,-2.2593999999999976,110.52,0.5087812176314882,3,5,8,15,87.33157242247277,11.518661569058182,7.2019072626078,13.37,8.945977766452652,0.625,0,0,0,0,0.2930886405067509,-0.457795325746466,-0.0830255680535383,3,1,1,2,3,0,0,0,1,0,0,46.333333333333336,3.088888888888889,10.99208671894684,-0.4363658719660701,4.06348914626043,0,0,0,87.33157242247277,1.3173e-08,1.1058e-08,8.6369e-09,0.31753
2,1.4422,462.68,17.0,0.00010438,NC(=O)C(COC(=O))NC(=O)CCO,True,0,0,5,0,7,0,2,0,0,9.0,10,204.182,-2.488099999999999,-2.488099999999999,118.72,0.5814420468013832,3,5,7,14,80.21100187666416,10.974691494688164,6.612590865130757,12.37,6.839985214556752,0.5714285714285714,0,0,0,0,0.292666842046471,-0.4651372266105664,-0.0894311370410013,3,1,1,1,2,0,0,0,1,0,0,48.16666666666667,3.4404761904761907,10.898290816326533,-1.05625,4.502828344474004,0,0,0,80.21100187666416,1.3974e-08,1.9522e-08,9.1832e-09,0.52974
3,1.4327,476.75,16.0,2.6533e-05,CC(COC(=O))COC(=O)C(C)(C)CO,True,0,0,5,0,10,0,0,0,0,10.0,11,218.249,0.3572,0.3572,72.83,0.3337014144394705,1,5,7,15,89.36809846869632,11.897341225498538,6.935887497332023,13.900000000000002,6.396026049508072,0.8,0,0,0,0,0.3133554576364725,-0.4674785066060201,-0.067782808267725,2,2,0,0,0,0,0,0,2,0,0,43.75,2.9166666666666665,11.381498015873015,-0.8836942161123709,3.946091232054859,0,0,0,89.36809846869632,2.421e-08,1.1925e-08,1.4027e-08,-0.31916
4,1.468,477.69,26.0,3.8499e-05,COC(=O)CC(=O)NC(CO)COC(=O),True,0,0,6,0,8,0,1,0,0,10.0,11,219.193,-1.8003999999999991,-1.8003999999999991,101.93,0.4650239743057489,2,6,7,15,86.34959852355493,11.681798275874712,7.133758915185936,13.369999999999996,7.744209491764766,0.625,0,0,0,0,0.3145393952970515,-0.4686195584375378,-0.0765480517704998,3,2,0,1,1,0,0,0,2,0,0,49.66666666666666,3.311111111111111,11.077874149659864,-0.7154109977324266,4.407540170740515,0,0,0,86.34959852355493,1.3491e-08,6.5829e-09,8.6725e-09,0.080645
5,1.4787,477.69,31.0,4.1056e-05,COC(=O)CC(=O)NCC(CO)OC(=O),True,0,0,6,0,8,0,1,0,0,10.0,11,219.193,-1.8003999999999991,-1.8003999999999991,101.93,0.4650239743057489,2,6,7,15,86.34959852355493,11.681798275874712,7.133758915185936,13.369999999999996,7.744209491764766,0.625,0,0,0,0,0.3145392267651825,-0.4686195593331319,-0.0754315498591152,3,2,0,1,1,0,0,0,2,0,0,49.66666666666666,3.311111111111111,10.999532312925169,-0.8017620937263799,4.393271413386652,0,0,0,86.34959852355493,9.1318e-09,9.8435e-09,7.413e-09,0.43365
6,1.4418,461.74,19.0,2.7746e-05,CC(O)C(=O)NC(C)C(C)(C)OC(=O),True,0,0,4,0,9,0,1,0,0,8.0,9,203.238,-0.1765000000000003,-0.1765000000000003,75.63,0.3721252915301272,2,4,5,14,83.43947330840086,11.35337115112852,6.308566297394197,12.9,4.95024333881867,0.7777777777777778,0,0,0,0,0.2931864124663294,-0.4596985247345731,-0.0695056510724914,2,1,0,1,1,0,0,0,1,0,0,41.58333333333333,2.970238095238095,11.09917044595616,-1.0652952569916865,4.008001651434909,0,0,0,83.43947330840086,1.2522e-08,7.7754e-09,6.0794e-09,0.086028
7,1.4056,460.75,16.0,3.1809e-05,CC(CCN(C)C(=O)CCN)OC(=O),True,0,0,3,0,9,0,2,0,0,10.0,11,202.254,-0.2547999999999992,-0.2547999999999992,72.63,0.3591029102020232,1,4,7,14,84.1951017398129,10.974691494688164,6.612590865130759,12.9,7.3176284871383475,0.7777777777777778,0,0,0,0,0.2928435417295127,-0.4648125853229827,-0.0720066945578357,2,1,1,0,1,0,0,0,1,0,0,38.50000000000001,2.7500000000000004,11.24900179516251,-0.1521976568405143,3.5823660391186536,0,0,0,84.1951017398129,1.4192e-08,8.0075e-09,8.0381e-09,0.15182
8,1.3868,448.7,19.0,8.4612e-05,CC(CNC(COC(=O))C(N)=O)O,True,0,0,4,0,7,0,2,0,0,8.0,9,190.199,-2.016299999999999,-2.016299999999999,101.65,0.5344402441653215,3,5,7,13,76.04947977662037,10.267584713501616,6.074586062669974,11.86,6.384129941056816,0.7142857142857143,0,0,0,0,0.2926483232410745,-0.4656694661512968,-0.0955006928383347,2,1,1,1,2,0,0,0,1,0,0,41.33333333333334,3.17948717948718,10.700041572184428,-0.7501851851851853,4.048978104392856,0,0,0,76.04947977662037,1.8708e-08,1.1501e-08,9.185e-09,0.15487
9,1.323,462.72,31.0,7.2499e-05,CC(C)NC(=O)NCC(COC(=O))O,True,0,0,4,0,8,0,2,0,0,10.0,11,204.226,-0.7720999999999998,-0.7720999999999998,87.66000000000001,0.4292303624416089,3,4,6,14,82.62439337761231,10.974691494688164,6.557749310264367,12.7,7.13694389685119,0.75,0,0,0,0,0.3145794134798839,-0.4650713478364958,-0.0867435756285622,2,1,0,2,2,0,0,0,1,0,0,41.83333333333334,2.9880952380952386,10.988025793650792,-0.8767479213907785,3.902500710345156,0,0,0,82.62439337761231,2.8173e-08,1.5267e-08,7.8734e-09,0.13654
10,1.3782,458.69,26.0,5.6401e-05,CC(CO)(COC(=O))NC(=O)CC#N,True,0,0,4,0,8,0,2,0,0,9.0,10,200.194,-1.0597200000000002,-1.0597200000000002,99.42,0.4966182802681398,2,5,6,14,81.46711087547297,11.02709773749546,6.575827365456815,12.390000000000002,5.937904811898852,0.625,0,0,0,0,0.2926637584523959,-0.4653199401691367,-0.0696258627343631,2,1,0,1,1,0,0,0,1,0,0,45.91666666666667,3.279761904761905,10.992110260770977,-1.0328935185185184,4.207641565684344,0,0,0,81.46711087547297,1.4038e-08,1.4658e-08,9.6286e-09,0.41853
11,1.4135,465.79,19.0,6.8222e-05,CSCC(CNCC(C)O)OC(=O),True,0,0,3,0,8,0,1,1,1,8.0,9,207.295,-0.1386000000000002,-0.1386000000000002,58.56,0.2824959598639619,2,5,8,13,83.03611911932575,10.104448006685086,6.201907262607799,12.739999999999998,8.343298921307444,0.875,0,0,0,0,0.2929296495739193,-0.4623474032235704,-0.0825428684595909,1,1,0,1,1,0,0,0,1,0,0,34.0,2.6153846153846154,10.07847552910053,-0.3692956349206351,3.233175657770221,0,0,0,83.03611911932575,3.3936e-08,1.8016e-08,2.6658e-08,-0.034443
12,1.4398,441.71,19.0,7.1595e-05,C#CCC(N)C(=O)NCCNC(=O),True,0,0,2,0,8,0,3,0,0,10.0,11,183.211,-1.800799999999999,-1.800799999999999,84.22,0.459688555818155,3,3,6,13,77.0557304847814,10.104448006685086,6.218744015013407,11.46,7.127623024466314,0.5,0,0,0,0,0.2374656511078749,-0.3569089503838388,-0.0895543506941122,2,0,1,2,3,0,0,0,0,0,0,39.0,3.0,11.048337112622828,-0.6655267384731678,3.655789656847511,0,0,0,77.0557304847814,1.3952e-08,1.0623e-08,5.5587e-09,0.22528
13,1.4415,461.78,19.0,3.3876e-05,CCCN(CC(C)OC(=O))C(C)CO,True,0,0,3,0,10,0,1,0,0,8.0,9,203.28199999999995,0.6406999999999998,0.6406999999999998,49.77,0.2448323019254041,1,4,8,14,85.85286480934906,10.974691494688164,6.650595667591544,13.39,7.762420524059012,0.9,0,0,0,0,0.2928899697325401,-0.463517672763111,-0.0759759907853317,1,1,0,0,0,0,0,0,1,0,0,35.166666666666664,2.511904761904762,10.103909674981104,-0.1175462962962965,3.1282336507693804,0,0,0,85.85286480934906,3.5088e-08,2.2717e-08,2.1992e-08,0.1694
14,1.4923,477.73,17.0,6.4606e-05,COCCC(COC(=O))NC(=O)CCO,True,0,0,5,0,9,0,1,0,0,9.0,10,219.237,-0.9368999999999996,-0.9368999999999996,84.86,0.3870697008260467,2,5,9,15,88.55301853790777,11.518661569058182,7.239912065068584,13.86,9.416378045555534,0.7777777777777778,0,0,0,0,0.2926516702788311,-0.4657133603690052,-0.0837632205484836,2,1,0,1,1,0,0,0,2,0,0,43.99999999999999,2.9333333333333327,11.123955498866213,-0.2702758881330305,3.843626301525888,0,0,0,88.55301853790777,2.0025e-08,9.0769e-09,1.3047e-08,0.090499
15,1.4633,483.73,19.0,8.8543e-05,CC(CN(C)CC(C)(O)C(F)F)OC(=O),True,0,0,3,0,9,2,1,0,2,9.0,10,225.235,0.4958000000000001,0.4958000000000001,49.77,0.2209692099362888,1,4,7,15,87.8189935008049,12.060477932315068,6.7917295449885895,14.25,5.969834865828486,0.8888888888888888,0,0,0,0,0.292889966587202,-0.4635181056004339,-0.0674252307850896,1,1,0,0,0,0,0,0,1,0,0,49.41666666666667,3.2944444444444447,12.29432988473167,-2.803476421432771,4.951059411508953,0,0,0,87.8189935008049,4.0724e-08,1.5225e-08,1.5951e-08,-0.096969
16,1.3842,446.77,16.0,0.00011879,CCN(CCCCO)CCNC(=O),True,0,0,2,0,9,0,2,0,0,10.0,11,188.271,-0.1731999999999999,-0.1731999999999999,52.57,0.2792251594775616,2,3,9,13,79.9242396490536,9.941311299868556,6.346065214951232,12.390000000000002,9.477796312554874,0.8888888888888888,0,0,0,0,0.2066677096887046,-0.3963757065677141,-0.0896163307350599,1,0,0,1,1,0,0,0,0,0,0,32.0,2.4615384615384617,9.972356882185077,0.2679980788611742,2.993581777294981,0,0,0,79.9242396490536,4.3032e-08,2.76e-08,3.2617e-08,0.29515
17,1.323,462.72,31.0,6.7276e-05,CCOCCNC(=O)C(CO)NC(=O),True,0,0,4,0,8,0,2,0,0,10.0,11,204.22600000000003,-1.753999999999998,-1.753999999999998,87.66,0.4292303624416087,3,4,8,14,82.62439337761231,10.811554787871634,6.756748817474191,12.86,8.457897201347688,0.75,0,0,0,0,0.2445496849957299,-0.3936792299033664,-0.0899870685104472,2,0,0,2,2,0,0,0,1,0,0,41.5,2.9642857142857144,11.179305083144367,-0.8804383975812551,3.9627146415590695,0,0,0,82.62439337761231,2.0571e-08,1.3112e-08,1.0884e-08,0.22773
18,1.355,475.81,17.0,5.6532e-05,CCCN(CCO)CCC(C)(C)OC(=O),True,0,0,3,0,11,0,1,0,0,9.0,10,217.309,1.0324,1.0324,49.77,0.2290287102697081,1,4,9,15,92.21780692374566,11.734204518682008,7.05317199613778,14.390000000000002,7.651829468630145,0.9090909090909092,0,0,0,0,0.2931108326558971,-0.4618266140519212,-0.0729485482937583,1,1,0,0,0,0,0,0,1,0,0,36.75000000000001,2.4500000000000006,10.240759952129,-0.4134948979591837,3.041838714615976,0,0,0,92.21780692374566,4.4398e-08,2.3273e-08,2.5235e-08,0.19943
19,1.3292,461.78,31.0,1.527e-05,CCCC(CC)NCC(COC(=O))O,True,0,0,3,0,10,0,1,0,0,10.0,11,203.282,0.6885999999999999,0.6885999999999999,58.56,0.2880727265571964,2,4,9,14,85.64289332275374,10.811554787871634,6.739912065068584,13.39,8.96515082928919,0.9,0,0,0,0,0.2926715282261045,-0.4650924055822473,-0.081471778255782,1,1,0,1,1,0,0,0,1,0,0,35.16666666666667,2.5119047619047623,9.852364295657043,-0.6054572940287228,3.1613306081063848,0,0,0,85.64289332275374,3.4541e-08,2.5738e-08,1.8662e-08,0.01338
20,1.4477,480.76,26.0,7.3719e-05,COCNC(=S)NC(CO)COC(=O),True,0,0,4,0,7,0,2,1,1,10.0,11,222.266,-1.4116999999999995,-1.4116999999999995,79.82,0.3591192535070591,3,5,7,14,87.5702546398837,10.811554787871634,6.739912065068585,13.080000000000002,8.668240795294073,0.7142857142857143,0,0,0,0,0.2926531509866749,-0.4656189768070644,-0.0953027317458446,1,1,0,2,2,0,0,0,2,0,0,40.16666666666666,2.869047619047619,9.882954415964427,-0.4055035903250192,3.2104500407585346,0,0,0,87.5702546398837,2.2954e-08,1.87e-08,1.4247e-08,-0.10071
21,1.3553,475.76,17.0,3.1371e-05,CCC(C(=O)N(C)CCOC(=O))C(C)O,True,0,0,4,0,10,0,1,0,0,9.0,10,217.265,0.0247999999999999,0.0247999999999999,66.84,0.3076427404321911,1,4,7,15,90.01438690939281,11.844934982691242,7.040111220059325,13.900000000000002,7.225857363237215,0.8,0,0,0,0,0.2926410998833051,-0.4660138600516738,-0.0704652943591099,2,1,0,0,0,0,0,0,1,0,0,42.33333333333333,2.822222222222222,11.731948223733935,-0.6556117199966409,3.965512536814728,0,0,0,90.01438690939281,1.7798e-08,1.2988e-08,1.098e-08,0.19161
22,1.3606,473.84,19.0,8.8876e-05,CCCC(CC)N(CCN)CCNC(=O),True,0,0,1,0,11,0,3,0,0,9.0,10,215.341,0.5718000000000008,0.5718000000000008,58.36,0.2710120227917582,2,3,10,15,93.19978082266351,11.518661569058182,7.294753619934976,14.390000000000002,9.926624682900304,0.9090909090909092,0,0,0,0,0.2066677111956833,-0.3573922200068063,-0.0831471811525559,1,0,1,1,2,0,0,0,0,0,0,33.333333333333336,2.2222222222222223,10.15500921201814,0.6037055933484504,2.458516464725284,0,0,0,93.19978082266351,3.3471e-08,1.9465e-08,1.8164e-08,0.040315
23,1.3635,435.65,26.0,3.7232e-05,COC(=O)NC(CO)COC(=O),True,0,0,5,0,6,0,1,0,0,8.0,9,177.15599999999998,-1.1237000000000008,-1.1237000000000008,84.86000000000001,0.4790128474339002,2,5,5,12,69.45819219471791,9.397341225498538,5.739912065068584,10.7,6.412726002270941,0.6666666666666666,0,0,0,0,0.4067673395927191,-0.4656162160985125,-0.0878875761520526,2,2,0,1,1,0,0,0,2,0,0,39.5,3.2916666666666665,10.55592970521542,-0.6772694633408916,4.030695060480796,0,0,0,69.45819219471791,1.5748e-08,7.2727e-09,6.3635e-09,-0.030832
24,1.4527,473.75,16.0,5.7436e-05,C=C(CO)C(=O)NC(C)(C)CCOC(=O),True,0,0,4,0,10,0,1,0,0,10.0,11,215.249,-0.0072000000000005,-0.0072000000000005,75.63,0.3513605173543199,2,4,7,15,89.11481239061324,11.897341225498538,6.9258507961999545,13.64,6.185095229289941,0.6,0,0,0,0,0.2925769950875653,-0.4678062111752423,-0.0746329457725021,2,1,0,1,1,0,0,0,1,0,0,44.08333333333334,2.9388888888888896,11.341382275132275,-0.5017824074074073,3.824839661071372,0,0,0,89.11481239061324,1.471e-08,1.393e-08,1.399e-08,0.41966
25,1.4811,475.76,26.0,4.3389e-05,CCCCCC(=O)NC(CO)COC(=O),True,0,0,4,0,10,0,1,0,0,11.0,12,217.265,0.2167999999999997,0.2167999999999997,75.63,0.3481002462430673,2,4,9,15,89.80441542279748,11.518661569058182,7.239912065068585,13.900000000000002,9.45483670617463,0.8,0,0,0,0,0.2926531533623313,-0.465618639108935,-0.0768366298290474,2,1,0,1,1,0,0,0,1,0,0,42.0,2.8,11.28422052154195,-0.4959939531368105,3.83562462664614,0,0,0,89.80441542279748,2.1866e-08,1.8201e-08,1.2731e-08,0.30221
26,1.4418,461.74,19.0,5.7309e-05,CC(C)C(O)C(=O)N(C)CCOC(=O),True,0,0,4,0,9,0,1,0,0,9.0,10,203.23799999999997,-0.3652999999999999,-0.3652999999999999,66.84,0.3288755055649043,1,4,6,14,83.64944479499619,11.137828201504696,6.50210641759854,12.9,6.36835728120355,0.7777777777777778,0,0,0,0,0.2926410999290925,-0.4660138467706614,-0.0712491243226678,2,1,0,0,0,0,0,0,1,0,0,40.833333333333336,2.916666666666667,11.410698223733938,-0.9896008125472412,4.033930447223902,0,0,0,83.64944479499619,2.1818e-08,1.1276e-08,1.2052e-08,-0.17911
27,1.4011,433.68,17.0,0.00012923,CN(CCO)C(=O)CCOC(=O),True,0,0,4,0,7,0,1,0,0,9.0,10,175.18399999999997,-0.9998000000000008,-0.9998000000000008,66.84,0.3815416933053248,1,4,6,12,70.91956056620299,9.397341225498538,5.718744015013407,10.900000000000002,6.60027775439778,0.7142857142857143,0,0,0,0,0.292589831303673,-0.4673527805569544,-0.0786788833190171,2,1,0,0,0,0,0,0,1,0,0,37.16666666666667,3.0972222222222228,11.026666666666667,-0.1473148148148144,4.03959310174411,0,0,0,70.91956056620299,4.3219e-08,2.619e-08,1.7014e-08,0.073729
28,1.4784,477.73,31.0,6.2121e-05,COC(=O)C(C)N(C)CC(CO)OC(=O),True,0,0,5,0,9,0,1,0,0,9.0,10,219.237,-0.9864,-0.9864,76.07,0.3469761034861816,1,6,7,15,88.76299002450307,11.844934982691242,7.061279270114503,13.86,7.191243271437181,0.7777777777777778,0,0,0,0,0.3222781518656346,-0.4678503514164459,-0.0740490475457586,2,2,0,0,0,0,0,0,2,0,0,44.33333333333333,2.9555555555555557,11.144182728647014,-0.6253647014361305,3.880726613706328,0,0,0,88.76299002450307,3.1125e-08,1.7674e-08,2.518e-08,-0.09172
29,1.3375,464.76,26.0,2.231e-05,CNC(=S)NC(COC(=O))C(C)O,True,0,0,3,0,7,0,2,1,1,8.0,9,206.267,-0.9972999999999996,-0.9972999999999996,70.59,0.3422263377079222,3,4,5,13,82.4567094103768,10.267584713501616,6.112590865130759,12.12,6.616040303390838,0.7142857142857143,0,0,0,0,0.2926533420352554,-0.4656068411808154,-0.0900066230117306,1,1,0,2,2,0,0,0,1,0,0,37.0,2.8461538461538463,9.907129708364828,-0.6469907407407409,3.315976745293902,0,0,0,82.4567094103768,1.6161e-08,1.9375e-08,1.2639e-08,0.31894
30,1.4866,473.79,13.0,6.5446e-05,CC(CNC(=O)CCCCCN)NC(=O),True,0,0,2,0,10,0,3,0,0,12.0,13,215.297,-0.2437999999999988,-0.2437999999999988,84.22,0.3911805552330037,3,3,9,15,90.78638932171538,11.518661569058182,7.2019072626078,13.900000000000002,9.45483670617463,0.8,0,0,0,0,0.2195661379789362,-0.3544531179039279,-0.0831570867528401,2,0,1,2,3,0,0,0,0,0,0,39.0,2.6,11.256438492063491,-0.0180631403796087,3.4326737927759443,0,0,0,90.78638932171538,2.1344e-08,1.4806e-08,1.0233e-08,0.11996
31,1.456,460.75,17.0,6.6424e-05,CC(CN)C(=O)NC(C)(C)COC(=O),True,0,0,3,0,9,0,2,0,0,9.0,10,202.254,-0.3509999999999993,-0.3509999999999993,81.42000000000002,0.4025631137085053,2,4,6,14,83.98513025321758,11.19023444431199,6.4258507961999545,12.9,5.592496341125747,0.7777777777777778,0,0,0,0,0.2926620768085998,-0.4654282960425246,-0.075264042831742,2,1,1,1,2,0,0,0,1,0,0,39.25,2.8035714285714284,11.417851001511716,-0.5541435185185186,3.653050210155146,0,0,0,83.98513025321758,1.9703e-08,1.6239e-08,9.8732e-09,0.34584
32,1.3943,482.77,16.0,6.9272e-05,CC(COC(=O))CS(=O)(=O)CCCO,True,0,0,5,0,8,0,0,1,1,10.0,11,224.27799999999996,-0.4072999999999999,-0.4072999999999999,80.67,0.3596875306539207,1,5,8,14,83.98854529213905,11.02709773749546,6.515167193676995,13.38,6.77785849929231,0.875,0,0,0,0,0.2925860357755272,-0.4675809013422008,-0.0684195160173768,1,1,0,0,0,1,0,0,1,0,0,44.24999999999999,3.160714285714285,11.308013038548753,-3.129311696900983,4.75987582360536,0,0,0,83.98854529213905,2.4651e-08,1.5362e-08,2.005e-08,0.23875
33,1.3552,475.77,17.0,3.9819e-05,COCC(NC(=O))C(=O)NCCC(C)N,True,0,0,3,0,9,0,3,0,0,9.0,10,217.269,-1.3990999999999976,-1.3990999999999976,93.45,0.4301119810005109,3,4,8,15,89.5349924368256,11.681798275874712,7.112590865130759,13.86,8.191675267956287,0.7777777777777778,0,0,0,0,0.2444805319619171,-0.3819968092145319,-0.0877091510935553,2,0,1,2,3,0,0,0,1,0,0,41.333333333333336,2.7555555555555555,11.45127456538171,-0.6383512849584283,3.604040300953177,0,0,0,89.5349924368256,1.3147e-08,7.4004e-09,6.5768e-09,0.080313
34,1.3614,474.78,17.0,4.2767e-05,CCCCC(NC(=O))C(=O)NCCCO,True,0,0,3,0,10,0,2,0,0,10.0,11,216.28099999999995,-0.2101999999999994,-0.2101999999999994,78.43,0.3626300969571993,3,3,9,15,90.24073237689866,11.518661569058182,7.256748817474191,13.900000000000002,9.45483670617463,0.8,0,0,0,0,0.2420692123276352,-0.3963066904711205,-0.0824379982800852,2,0,0,2,2,0,0,0,0,0,0,41.0,2.7333333333333334,11.499717498110352,-0.4433862433862434,3.82460178108574,0,0,0,90.24073237689866,1.7047e-08,7.0139e-09,9.2957e-09,0.1411
35,1.3677,472.72,19.0,2.7004e-05,CC(C)C(O)C(=O)NC(C#N)COC(=O),True,0,0,4,0,9,0,2,0,0,9.0,10,214.221,-0.81532,-0.81532,99.42000000000002,0.4641001582477909,2,5,6,15,87.83205298986958,11.844934982691242,7.023274467653718,13.39,6.786432203894329,0.6666666666666666,0,0,0,0,0.2926884469980276,-0.4645543181350001,-0.0663290032470381,2,1,0,1,1,0,0,0,1,0,0,47.66666666666667,3.177777777777778,11.260837112622829,-1.1693693310657605,4.230545618640531,0,0,0,87.83205298986958,1.1924e-08,8.3954e-09,6.1187e-09,0.16792
36,1.4934,475.77,14.0,0.00011576,CC(CNC(=O))N(C)C(=O)COCCN,True,0,0,3,0,9,0,3,0,0,11.0,12,217.26899999999995,-1.4453999999999971,-1.4453999999999971,84.66,0.3896552200267871,2,4,8,15,89.74496392342095,11.681798275874712,7.129427617536366,13.86,8.191675267956287,0.7777777777777778,0,0,0,0,0.2481085833030757,-0.3703225777304672,-0.0826471665046874,2,0,1,1,2,0,0,0,1,0,0,41.0,2.7333333333333334,11.466459750566894,-0.1216213151927436,3.547172556199459,0,0,0,89.74496392342095,2.7483e-08,3.0876e-08,1.8072e-08,0.37709
37,1.4348,462.72,19.0,4.8868e-05,CNC(=O)C(CNCC(C)OC(=O))O,True,0,0,4,0,8,0,2,0,0,10.0,11,204.226,-1.7555999999999992,-1.7555999999999992,87.66000000000001,0.4292303624416088,3,5,7,14,82.6243933776123,10.974691494688164,6.612590865130759,12.86,7.281450122748824,0.75,0,0,0,0,0.2928898153086505,-0.463528030893558,-0.0857083938672691,2,1,0,2,2,0,0,0,1,0,0,41.833333333333336,2.988095238095238,10.82467789430587,-1.0801563681027977,3.9218243432964015,0,0,0,82.6243933776123,1.2943e-08,8.1319e-09,7.9376e-09,0.18184
38,1.4006,468.75,17.0,9.7308e-05,CC(CCOC(=O))S(=O)(=O)CCO,True,0,0,5,0,7,0,0,1,1,9.0,10,210.25099999999995,-0.6548999999999998,-0.6548999999999998,80.67,0.3836842630950626,1,5,7,13,77.62360317774244,10.319990956308912,6.042040647214671,12.38,5.929515340615636,0.8571428571428571,0,0,0,0,0.2925762097051525,-0.4678542243043196,-0.0688040076261571,1,1,0,0,0,1,0,0,1,0,0,42.75,3.2884615384615383,11.220837112622828,-3.2367422524565383,4.886389876627852,0,0,0,77.62360317774244,3.4748e-08,2.0319e-08,2.2331e-08,0.1425
39,1.3073,465.17,31.0,6.1469e-05,C=C(Cl)CN(C)CC(CNC(=O))O,True,0,1,2,0,8,0,2,0,1,9.0,10,206.67300000000003,-0.2224,-0.2224,52.57000000000001,0.2543631727414805,2,3,7,13,83.17296072935441,10.267584713501616,6.057749310264367,12.42,6.884882140897875,0.625,0,0,0,0,0.2067138819106646,-0.389951792868915,-0.0837254082914558,1,0,0,1,1,0,0,0,0,0,0,36.11111111111111,2.7777777777777777,9.901808048836818,-0.5775771604938276,3.3062953118722707,0,0,0,83.17296072935441,3.0622e-08,1.8947e-08,1.6644e-08,0.12536
40,1.394,447.71,19.0,4.1856e-05,CCC(C)(CO)NC(=O)COC(=O),True,0,0,4,0,8,0,1,0,0,8.0,9,189.211,-0.5633999999999999,-0.5633999999999999,75.63,0.3997124902886196,2,4,6,13,77.07453119400427,10.319990956308912,6.075827365456816,11.9,5.529263495678278,0.75,0,0,0,0,0.2930886428474543,-0.4577949929181483,-0.077816138999343,2,1,0,1,1,0,0,0,1,0,0,39.41666666666666,3.032051282051282,11.02923611111111,-0.635587679516251,4.012868457447212,0,0,0,77.07453119400427,1.9207e-08,8.7835e-09,1.1305e-08,-0.0073449
41,1.261,472.72,31.0,5.248e-05,CC(C#N)C(=O)N(C)CC(COC(=O))O,True,0,0,4,0,9,0,2,0,0,10.0,11,214.221,-0.8616199999999998,-0.8616199999999998,90.63,0.4230677664654726,1,5,6,15,88.04202447646492,11.844934982691242,7.023274467653717,13.39,6.786432203894329,0.6666666666666666,0,0,0,0,0.2926718576194279,-0.4650711867809143,-0.0633100401822787,2,1,0,0,0,0,0,0,1,0,0,47.333333333333336,3.155555555555556,11.365294312169311,-0.9351455026455032,4.198878057356569,0,0,0,88.04202447646492,2.3469e-08,1.3189e-08,1.0615e-08,0.0061362
42,1.4934,475.77,14.0,7.6233e-05,CCC(CNC(=O)COCCN)NC(=O),True,0,0,3,0,9,0,3,0,0,11.0,12,217.269,-1.3974999999999966,-1.3974999999999966,93.45,0.4301119810005109,3,4,9,15,89.53499243682562,11.518661569058182,7.239912065068585,13.86,9.416378045555534,0.7777777777777778,0,0,0,0,0.2455706852233906,-0.3703309142172953,-0.0877861505743188,2,0,1,2,3,0,0,0,1,0,0,41.0,2.7333333333333334,11.149472789115649,-0.1994453892668177,3.5215473920367395,0,0,0,89.53499243682562,1.8684e-08,1.5954e-08,1.5739e-08,0.28407
43,1.4989,387.66,26.0,4.1431e-05,C=CC(CCNC(=O))O,True,0,0,2,0,6,0,1,0,0,7.0,8,129.159,-0.3306000000000001,-0.3306000000000001,49.33,0.3819323469522062,2,2,5,9,54.37997660347615,7.112884175122364,4.308060412490447,8.17,5.309470013947001,0.5,0,0,0,0,0.2066244153831857,-0.3889898626441352,-0.0995848716473904,1,0,0,1,1,0,0,0,0,0,0,26.83333333333333,2.9814814814814814,9.656106386999245,-0.5023611111111113,3.5172061417727662,0,0,0,54.37997660347615,1.9538e-08,1.0236e-08,1.2577e-08,-0.24278
