row_index,Molality,Monomer Molecular Weight,Degree of Polymerization,CONDUCTIVITY,Mol_smiles_clean,is_valid,Count_P,Count_Cl,Count_O,Count_Si,Count_C,Count_F,Count_N,Count_S,Heteroatom_count,Topological_diameter_bonds,Longest_chain_atoms_est,MolWt,MolLogP,LogP,TPSA,TPSA_ratio,NumHDonors,NumHAcceptors,NumRotatableBonds,HeavyAtomCount,LabuteASA,Chi0,Chi1,Kappa1,Kappa2,FractionCSP3,RingCount,NumAromaticRings,NumAliphaticRings,MolCharge,MaxCharge,MinCharge,MeanCharge,FG_carbonyl,FG_ester,FG_amine_primary,FG_amine_secondary,FG_tertiary_amine,FG_sulfonyl,FG_thiol,FG_phosphate,FG_ether,FG_aromatic_ring,AromaticAtomCount,EState_sum,EState_mean,EState_max,EState_min,EState_std,Total_formal_charge,Num_positive_atoms,Num_negative_atoms,SASA_sum,TFSI Diffusivity,Li Diffusivity,Poly Diffusivity,Transference Number
896,1.4257,485.8,31.0,2.2373e-05,C#CCN(CC(OC(=O))C(C)O)C(C)(C)C,True,0,0,3,0,12,0,1,0,0,8.0,9,227.304,0.6424999999999996,0.6424999999999996,49.77,0.2189578713968958,1,4,6,16,97.58197443000152,12.767584713501616,7.323915730535946,14.949999999999998,6.514713417478295,0.75,0,0,0,0,0.2929958989803996,-0.4604615625891347,-0.0712866437776983,1,1,0,0,0,0,0,0,1,0,0,41.91666666666666,2.6197916666666665,10.31659415154951,-0.7149773242630391,3.202305092006964,0,0,0,97.58197443000152,2.2135e-08,1.4248e-08,9.2435e-09,-0.44021
897,1.3847,457.75,26.0,5.723e-05,CCC=CNC(=O)C(CCNC(=O))N,True,0,0,2,0,9,0,3,0,0,11.0,12,199.254,-0.5102999999999986,-0.5102999999999986,84.22,0.4226765836570407,3,3,7,14,83.73184417513448,10.811554787871634,6.718744015013407,12.64,8.247875340490307,0.5555555555555556,0,0,0,0,0.2403815380211684,-0.3586038322448048,-0.0848521285537428,2,0,1,2,3,0,0,0,0,0,0,38.5,2.75,11.208572373393803,-0.5796702569916858,3.510421632019928,0,0,0,83.73184417513448,1.736e-08,1.2608e-08,9.045e-09,0.4939
898,1.3361,477.78,19.0,0.00010167,CC(C)OCC(CN(C)CCOC(=O))O,True,0,0,4,0,10,0,1,0,0,11.0,12,219.281,-0.1228999999999995,-0.1228999999999995,59.0,0.2690611589695414,1,5,9,15,90.96641003885593,11.681798275874712,7.057749310264367,14.35,8.64168479241159,0.9,0,0,0,0,0.2926229253487445,-0.4665364316628847,-0.080553988756873,1,1,0,0,0,0,0,0,2,0,0,38.66666666666667,2.577777777777778,9.875878472677716,-0.5058971088435376,3.1954331667444977,0,0,0,90.96641003885593,6.653e-08,2.3775e-08,3.1387e-08,-0.26124
899,1.3671,472.81,19.0,5.0867e-05,C=CCCC(CN(C)CC(C)N)OC(=O),True,0,0,2,0,11,0,2,0,0,9.0,10,214.309,0.7732000000000002,0.7732000000000002,55.56,0.2592518279680275,1,4,9,15,92.0738608363781,11.681798275874712,7.095754112725151,14.13,8.43933976477927,0.7272727272727273,0,0,0,0,0.2929003328929306,-0.4632099296625822,-0.0784910188065634,1,1,1,0,1,0,0,0,1,0,0,36.16666666666666,2.411111111111111,10.2908558515999,-0.0655092592592596,2.672949994738156,0,0,0,92.0738608363781,2.7103e-08,1.5975e-08,1.6596e-08,0.25077
900,1.4396,463.71,13.0,9.0216e-05,O=C(CO)NCCCOCCOC(=O),True,0,0,5,0,8,0,1,0,0,12.0,13,205.21,-1.3253999999999997,-1.3253999999999997,84.86000000000001,0.4135276058671606,2,5,9,14,82.18807642351113,10.648418081055103,6.808060412490447,12.86,9.944317032040471,0.75,0,0,0,0,0.2926600258203946,-0.4654459094940923,-0.0858303424405951,2,1,0,1,1,0,0,0,2,0,0,42.16666666666667,3.0119047619047623,10.525061842268284,-0.4920318912689045,3.779239956453245,0,0,0,82.18807642351113,1.977e-08,1.7428e-08,1.4947e-08,0.37374
901,1.4631,461.78,14.0,0.0001827,CCN(CCCCOC(=O))CCCO,True,0,0,3,0,10,0,1,0,0,11.0,12,203.28199999999995,0.6438999999999999,0.6438999999999999,49.77,0.2448323019254041,1,4,10,14,85.85286480934906,10.648418081055103,6.846065214951233,13.39,10.470710250201776,0.9,0,0,0,0,0.2925755253541189,-0.4679001021269696,-0.0804451377012165,1,1,0,0,0,0,0,0,1,0,0,34.5,2.4642857142857144,9.838988023660644,0.2547152076318744,2.973327738253312,0,0,0,85.85286480934906,1.0933e-07,5.3022e-08,8.8215e-08,-0.067698
902,1.4458,474.78,16.0,3.6857e-05,CN(CC(C)(C)NC(=O))C(=O)NCCN,True,0,0,2,0,9,0,4,0,0,10.0,11,216.285,-0.8888999999999978,-0.8888999999999978,87.46000000000001,0.4043738585662437,3,3,6,15,90.18128087752213,11.897341225498538,6.9258507961999545,13.7,6.233651260353543,0.7777777777777778,0,0,0,0,0.3167604897637039,-0.3520154433141446,-0.0852602184958488,2,0,1,2,3,0,0,0,0,0,0,40.41666666666667,2.6944444444444446,11.42704081632653,-0.4339735685941042,3.486376384197857,0,0,0,90.18128087752213,1.1666e-08,1.185e-08,8.1342e-09,0.34652
903,1.4851,476.75,31.0,5.1498e-05,CN(CC(COC(=O))O)C(C)(C)C(N)=O,True,0,0,4,0,9,0,2,0,0,9.0,10,218.253,-1.2839999999999987,-1.2839999999999987,92.86,0.4254695239011605,2,5,7,15,88.98933549200892,12.060477932315068,6.818602998526266,13.86,5.670840567860766,0.7777777777777778,0,0,0,0,0.2926715295035916,-0.4650922256438316,-0.0838585750846712,2,1,1,0,1,0,0,0,1,0,0,44.74999999999999,2.983333333333333,11.06953191924918,-0.8450804280045352,3.9517333209879393,0,0,0,88.98933549200892,1.8993e-08,8.7746e-09,9.5852e-09,0.065545
904,1.4203,464.8,19.0,4.0994e-05,CCC(CSC(C)C(C)OC(=O))O,True,0,0,3,0,9,0,0,1,1,9.0,10,206.307,1.4405,1.4405,46.53,0.2255376695894952,1,4,7,13,83.8511990501143,10.267584713501616,6.112590865130759,12.78,7.209155230124641,0.8888888888888888,0,0,0,0,0.2928821722339095,-0.4637144950702298,-0.0698578530122923,1,1,0,0,0,0,0,0,1,0,0,33.33333333333333,2.564102564102564,10.033163107835726,-0.2538137755102043,3.27671045641108,0,0,0,83.8511990501143,3.4408e-08,1.5314e-08,2.398e-08,-0.30597
905,1.456,462.77,14.0,0.00036817,CN(CCO)CCN(C)CCOC(=O),True,0,0,3,0,9,0,2,0,0,11.0,12,204.27,-0.9846999999999986,-0.9846999999999986,53.01,0.2595094727566456,1,5,9,14,85.24775636515581,10.811554787871634,6.701907262607799,13.35,8.926807081036344,0.8888888888888888,0,0,0,0,0.2926229253200945,-0.4665364400081324,-0.0872594762230003,1,1,0,0,0,0,0,0,1,0,0,35.5,2.5357142857142856,9.86087837702421,0.188955570443666,2.959532543776533,0,0,0,85.24775636515581,8.0738e-08,4.2049e-08,6.8034e-08,0.31871
906,1.4631,459.77,17.0,6.5149e-05,CC(CC(=O)NC(C)C(C)NC(=O))N,True,0,0,2,0,9,0,3,0,0,9.0,10,201.27,-0.637099999999998,-0.637099999999998,84.22,0.4184428876633378,3,3,6,14,84.42144720731874,11.137828201504696,6.468432912787325,12.9,6.36835728120355,0.7777777777777778,0,0,0,0,0.2213228218607681,-0.3541724235952679,-0.082226892600143,2,0,1,2,3,0,0,0,0,0,0,38.16666666666666,2.7261904761904754,11.265374149659864,-0.1420960359452425,3.5877184492966,0,0,0,84.42144720731874,1.3428e-08,1.5974e-08,7.2191e-09,0.46044
907,1.3485,475.77,19.0,5.7639e-05,COCC(NC(=O))C(=O)NC(C)C(C)N,True,0,0,3,0,9,0,3,0,0,8.0,9,217.269,-1.4006999999999974,-1.4006999999999974,93.45,0.4301119810005108,3,4,7,15,89.5349924368256,11.844934982691242,7.023274467653717,13.86,7.191243271437181,0.7777777777777778,0,0,0,0,0.2447391653797644,-0.3819968078677399,-0.0859827812393141,2,0,1,2,3,0,0,0,1,0,0,41.66666666666666,2.7777777777777777,11.569907407407406,-0.6725000000000005,3.6486276026007034,0,0,0,89.5349924368256,1.6631e-08,1.1457e-08,7.4739e-09,0.25423
908,1.4665,476.75,13.0,6.2361e-05,CC(N)C(=O)NCCCOCCOC(=O),True,0,0,4,0,9,0,2,0,0,12.0,13,218.253,-0.9704999999999996,-0.9704999999999996,90.65,0.4153436607973316,2,5,9,15,89.09867548272446,11.518661569058182,7.180739212552622,13.86,9.416378045555534,0.7777777777777778,0,0,0,0,0.2926600258203946,-0.4654459094940923,-0.0818185963802254,2,1,1,1,2,0,0,0,2,0,0,42.0,2.8,10.9810803607868,-0.4797131828575733,3.4965340338386883,0,0,0,89.09867548272446,1.5507e-08,1.6301e-08,1.2417e-08,0.34006
909,1.3038,465.72,31.0,0.00010886,COC(CNCC(CO)OC(=O))OC,True,0,0,5,0,8,0,1,0,0,9.0,10,207.226,-1.2711999999999983,-1.2711999999999983,77.02,0.3716715084014554,2,6,9,14,83.14009955297425,10.811554787871634,6.7779168675293695,13.31,8.88847288351911,0.875,0,0,0,0,0.2929850311789356,-0.4607721468931685,-0.0919709162708775,1,1,0,1,1,0,0,0,3,0,0,39.16666666666666,2.7976190476190474,9.973039651045603,-0.5260534769463345,3.271066617734142,0,0,0,83.14009955297425,3.687e-08,2.0931e-08,2.0979e-08,0.17515
910,1.3485,475.76,19.0,4.5752e-05,CC(C)C(CNC(=O)C(C)(C)OC(=O))O,True,0,0,4,0,10,0,1,0,0,9.0,10,217.265,0.0710999999999997,0.0710999999999997,75.63,0.3481002462430672,2,4,6,15,89.80441542279749,12.060477932315068,6.808566297394197,13.900000000000002,5.701348272525828,0.8,0,0,0,0,0.2936268331298942,-0.4517549171972917,-0.068826005627106,2,1,0,1,1,0,0,0,1,0,0,43.083333333333336,2.8722222222222222,11.475655706727135,-1.1959826152683295,4.003887374688884,0,0,0,89.80441542279749,2.0521e-08,1.1369e-08,1.2655e-08,0.12375
911,1.3687,433.73,19.0,4.9404e-05,CC(CNC(C)(C)COC(=O))O,True,0,0,3,0,8,0,1,0,0,8.0,9,175.228,-0.0915999999999998,-0.0915999999999998,58.56,0.3341931654758372,2,4,6,12,72.91300909396051,9.612884175122364,5.4771623912162095,11.39,5.109584410021413,0.875,0,0,0,0,0.2926436216210078,-0.4659570853899765,-0.0843413999339416,1,1,0,1,1,0,0,0,1,0,0,32.58333333333333,2.715277777777777,9.890277305366592,-0.3884202569916859,3.306718540708068,0,0,0,72.91300909396051,3.6133e-08,1.9548e-08,2.1524e-08,-0.11445
912,1.4392,475.77,16.0,7.4272e-05,COC(CNC(=O))C(=O)NC(C)CCN,True,0,0,3,0,9,0,3,0,0,10.0,11,217.269,-1.3990999999999976,-1.3990999999999976,93.45,0.4301119810005109,3,4,8,15,89.53499243682562,11.681798275874712,7.150595667591544,13.86,8.191675267956287,0.7777777777777778,0,0,0,0,0.2506675449413353,-0.3697552193270886,-0.086844009159514,2,0,1,2,3,0,0,0,1,0,0,41.33333333333333,2.755555555555555,11.532520786092212,-0.6570143613000758,3.591864385911177,0,0,0,89.53499243682562,2.2069e-08,1.2979e-08,1.2886e-08,0.17924
913,1.2876,472.72,26.0,5.9205e-05,C#CCNC(=O)CNC(CO)COC(=O),True,0,0,4,0,9,0,2,0,0,11.0,12,214.221,-2.140699999999999,-2.140699999999999,87.66,0.4092035794810033,3,5,8,15,87.98856088386817,11.518661569058182,7.239912065068585,13.42,8.993914858931106,0.5555555555555556,0,0,0,0,0.2926348237401142,-0.466144916710611,-0.0881027240857663,2,1,0,2,2,0,0,0,1,0,0,45.99999999999999,3.066666666666666,11.034961734693876,-0.4520502645502648,3.818715467604384,0,0,0,87.98856088386817,2.0778e-08,1.4463e-08,9.8492e-09,0.29223
914,1.4489,461.74,17.0,5.7891e-05,CC(CC(C)(C)OC(=O))NC(=O)CO,True,0,0,4,0,9,0,1,0,0,9.0,10,203.238,-0.1749000000000001,-0.1749000000000001,75.63,0.3721252915301272,2,4,6,14,83.43947330840089,11.19023444431199,6.409014043794347,12.9,5.592496341125747,0.7777777777777778,0,0,0,0,0.2931113252941076,-0.4617951470366239,-0.0727095833154197,2,1,0,1,1,0,0,0,1,0,0,41.25,2.946428571428572,10.794468537414966,-0.6072397014361299,3.8728657261199895,0,0,0,83.43947330840089,1.9988e-08,1.0078e-08,1.1489e-08,0.053383
915,1.499,474.73,31.0,0.00013506,COCCN(CC#N)CC(COC(=O))O,True,0,0,4,0,9,0,2,0,0,10.0,11,216.237,-1.0077199999999993,-1.0077199999999993,82.78999999999999,0.3828669469147278,1,6,9,15,88.99404760592802,11.518661569058182,7.239912065068584,13.84,9.3971519262254,0.7777777777777778,0,0,0,0,0.2926715295106166,-0.4650922235884935,-0.0768740364868495,1,1,0,0,0,0,0,0,2,0,0,43.333333333333336,2.888888888888889,9.873556031610686,-0.7774017384731671,3.5319628268557803,0,0,0,88.99404760592802,4.4132e-08,2.8389e-08,1.9104e-08,0.36045
916,1.4376,456.76,22.0,2.9091e-05,C=C(C)C(CCC(OC(=O))C(=C)C)O,True,0,0,3,0,11,0,0,0,0,8.0,9,198.262,1.8213,1.8213,46.53,0.2346894513320757,1,3,7,14,85.07876718917377,11.137828201504696,6.4852696651929325,12.91,6.376846687097771,0.5454545454545454,0,0,0,0,0.2931811808536391,-0.4600748176339521,-0.0722926726542956,1,1,0,0,0,0,0,0,1,0,0,37.5,2.6785714285714284,10.154882369614512,-0.535090702947846,3.282070300498006,0,0,0,85.07876718917377,4.2119e-08,1.8506e-08,2.7923e-08,-0.81669
917,1.4582,480.76,31.0,0.00010607,CS(=O)CCNC(=O)C(CN)OC(=O),True,0,0,4,0,7,0,2,1,1,9.0,10,222.266,-2.018599999999997,-2.018599999999997,98.49,0.4431177058119551,2,5,7,14,84.62950022800027,10.974691494688164,6.612590865130759,13.05,7.453477666189637,0.7142857142857143,0,0,0,0,0.2934162669089946,-0.4530870259824699,-0.0736228295844832,2,1,1,1,2,0,0,0,1,0,0,43.72222222222223,3.123015873015873,11.171747606449989,-0.9603782438901493,4.289634098223295,0,0,0,84.62950022800027,3.1341e-08,1.4088e-08,9.9029e-09,0.12685
918,1.4919,475.77,31.0,8.6173e-05,CCNCCNC(=O)CC(CNC(=O))O,True,0,0,3,0,9,0,3,0,0,12.0,13,217.269,-1.7908999999999982,-1.7908999999999982,90.46,0.4163502386442612,4,4,9,15,89.42565244611009,11.518661569058182,7.201907262607799,13.86,9.416378045555534,0.7777777777777778,0,0,0,0,0.2222171167151814,-0.390754772225365,-0.0921148237347513,2,0,0,3,3,0,0,0,0,0,0,42.0,2.8,11.164771825396826,-0.8246904394473844,3.8210656391574287,0,0,0,89.42565244611009,2.793e-08,1.6105e-08,1.2536e-08,0.23399
919,1.4135,449.72,31.0,7.3002e-05,COCC(C)NCC(COC(=O))O,True,0,0,4,0,8,0,1,0,0,10.0,11,191.227,-0.8551999999999991,-0.8551999999999991,67.79,0.3545001490375313,2,5,8,13,78.0265543234674,10.104448006685086,6.201907262607799,12.35,7.971547640512057,0.875,0,0,0,0,0.2926715282261917,-0.4650924055296884,-0.0914480373266793,1,1,0,1,1,0,0,0,2,0,0,35.66666666666667,2.743589743589744,9.776191456150872,-0.6624943310657598,3.307572507660488,0,0,0,78.0265543234674,3.7495e-08,1.8621e-08,2.3113e-08,0.19918
920,1.3568,457.67,31.0,1.6475e-05,CC(C)C(NC(=O))C(O)C(F)(F)F,True,0,0,2,0,7,3,1,0,3,6.0,7,199.17199999999997,0.6801999999999999,0.6801999999999999,49.33,0.2476753760568755,2,2,4,13,73.93112795883572,10.646264369941973,5.802747680480767,12.219999999999995,4.454438310469028,0.8571428571428571,0,0,0,0,0.415878236310385,-0.3817295045991157,-0.0618795637035407,1,0,0,1,1,0,0,0,0,0,0,50.75,3.9038461538461537,11.97698223733938,-4.7034259259259255,5.866734199367154,0,0,0,73.93112795883572,1.8347e-08,8.4757e-09,7.1566e-09,-0.8836
921,1.4347,463.75,17.0,0.00014345,COCC(CNCCC(C)OC(=O))O,True,0,0,4,0,9,0,1,0,0,11.0,12,205.254,-0.4650999999999993,-0.4650999999999993,67.79,0.3302737096475586,2,5,9,14,84.39149643786398,10.811554787871634,6.701907262607799,13.35,8.926807081036344,0.8888888888888888,0,0,0,0,0.2928432299005504,-0.4648327177027567,-0.0873974111159932,1,1,0,1,1,0,0,0,2,0,0,37.16666666666666,2.6547619047619047,9.942214257820767,-0.4839856806920302,3.2400450283612474,0,0,0,84.39149643786398,5.8858e-08,2.7357e-08,4.3182e-08,0.075587
922,1.3375,464.76,26.0,5.5251e-05,CCNC(=S)NC(CO)COC(=O),True,0,0,3,0,7,0,2,1,1,9.0,10,206.267,-0.9956999999999996,-0.9956999999999996,70.59,0.3422263377079223,3,4,6,13,82.45670941037682,10.104448006685086,6.239912065068585,12.12,7.752835560783799,0.7142857142857143,0,0,0,0,0.2926531509866155,-0.4656189768429382,-0.0910427149665064,1,1,0,2,2,0,0,0,1,0,0,36.66666666666666,2.8205128205128203,9.85663210191484,-0.350231481481482,3.2324570291289128,0,0,0,82.45670941037682,3.8655e-08,2.4955e-08,1.6269e-08,0.2307
923,1.3546,474.78,19.0,4.8793e-05,CC(C)C(CO)NC(=O)C(C)(C)NC(=O),True,0,0,3,0,10,0,2,0,0,8.0,9,216.281,-0.3558999999999998,-0.3558999999999998,78.43,0.3626300969571992,3,3,6,15,90.24073237689863,12.060477932315068,6.846571099854982,13.900000000000002,5.701348272525828,0.8,0,0,0,0,0.2449737411630771,-0.3942319972626622,-0.0778626873922452,2,0,0,2,2,0,0,0,0,0,0,42.08333333333333,2.805555555555556,11.684861111111111,-0.9543055555555556,3.9364909233653473,0,0,0,90.24073237689863,2.1604e-08,9.8126e-09,7.8181e-09,0.044365
924,1.4634,461.74,14.0,8.9972e-05,CC(CCCNC(=O)CCOC(=O))O,True,0,0,4,0,9,0,1,0,0,11.0,12,203.238,-0.1732999999999999,-0.1732999999999999,75.63,0.3721252915301272,2,4,8,14,83.43947330840088,10.811554787871634,6.663902460147014,12.9,8.496118021753501,0.7777777777777778,0,0,0,0,0.2925898303241386,-0.4673529185109688,-0.0786385309840478,2,1,0,1,1,0,0,0,1,0,0,40.5,2.892857142857143,10.993007369614512,-0.328427157275011,3.861110002083398,0,0,0,83.43947330840088,3.0763e-08,1.9328e-08,2.0199e-08,0.32809
925,1.3609,473.79,19.0,8.2146e-05,C=CCCC(CO)NC(C)C(C)OC(=O),True,0,0,3,0,11,0,1,0,0,10.0,11,215.293,0.8530999999999999,0.8530999999999999,58.56,0.2720014120291881,2,4,9,15,91.31823240496608,11.681798275874712,7.150595667591542,14.13,8.43933976477927,0.7272727272727273,0,0,0,0,0.2929002356235008,-0.4632334056227826,-0.0810560536188121,1,1,0,1,1,0,0,0,1,0,0,38.5,2.566666666666667,10.134437134434428,-0.1941841458805748,3.112735940524706,0,0,0,91.31823240496608,7.7113e-08,3.4144e-08,2.8237e-08,-0.42255
926,1.4415,461.78,19.0,4.5342e-05,CCC(C)N(CCOC(=O))CC(C)O,True,0,0,3,0,10,0,1,0,0,8.0,9,203.282,0.6406999999999998,0.6406999999999998,49.77,0.2448323019254041,1,4,8,14,85.85286480934904,10.974691494688164,6.612590865130759,13.39,7.762420524059012,0.9,0,0,0,0,0.2926229284940547,-0.4665359965770546,-0.0769320130095602,1,1,0,0,0,0,0,0,1,0,0,35.166666666666664,2.511904761904762,9.957825570042832,-0.3470082199546487,3.130688698319531,0,0,0,85.85286480934904,5.1796e-08,2.9633e-08,2.7688e-08,-0.0070613
927,1.3485,475.76,19.0,5.0873e-05,CCN(CCOC(=O))CC(C)(O)C(C)=O,True,0,0,4,0,10,0,1,0,0,9.0,10,217.265,-0.1787000000000007,-0.1787000000000007,66.84,0.3076427404321912,1,5,8,15,90.01438690939283,11.897341225498538,6.935887497332024,14.06,6.526490931255662,0.8,0,0,0,0,0.2926229269665861,-0.4665362062982898,-0.0684861592402898,2,1,0,0,0,0,0,0,1,0,0,42.41666666666667,2.827777777777778,11.082784942680776,-1.336122094671202,3.925370648659488,0,0,0,90.01438690939283,2.1131e-08,1.7579e-08,1.4991e-08,0.010337
928,1.4665,476.75,13.0,6.5439e-05,CC(CN)C(=O)NCCOCCOC(=O),True,0,0,4,0,9,0,2,0,0,12.0,13,218.253,-1.1129999999999989,-1.1129999999999989,90.65,0.4153436607973316,2,5,9,15,89.09867548272446,11.518661569058182,7.218744015013407,13.86,9.416378045555534,0.7777777777777778,0,0,0,0,0.292660025869572,-0.4654458952598852,-0.0826987140906413,2,1,1,1,2,0,0,0,2,0,0,42.0,2.8,11.19157745968758,-0.177410528401239,3.53092549223103,0,0,0,89.09867548272446,1.6699e-08,1.2196e-08,1.2454e-08,0.34237
929,1.4743,476.75,26.0,7.8642e-05,CNCC(=O)NCC(C)(CO)COC(=O),True,0,0,4,0,9,0,2,0,0,10.0,11,218.253,-1.5063999999999995,-1.5063999999999995,87.66,0.401643963656857,3,5,8,15,88.98933549200892,11.734204518682008,7.075827365456817,13.86,7.191243271437181,0.7777777777777778,0,0,0,0,0.2925983393424077,-0.4671536745093554,-0.0867681805189687,2,1,0,2,2,0,0,0,1,0,0,43.41666666666667,2.894444444444445,11.113850623582769,-0.6346116780045352,3.848761890619884,0,0,0,88.98933549200892,2.5393e-08,2.0165e-08,1.3803e-08,0.28248
930,1.3609,473.79,19.0,3.3122e-05,CCN(CCN)C(=O)C(NC(=O))C(C)C,True,0,0,2,0,10,0,3,0,0,8.0,9,215.29700000000005,-0.4357999999999988,-0.4357999999999988,75.43,0.3503532329758426,2,3,7,15,90.99636080831068,11.844934982691242,7.07811602252011,13.900000000000002,7.225857363237215,0.8,0,0,0,0,0.2449369554039679,-0.3466501610897298,-0.0753056878175184,2,0,1,1,2,0,0,0,0,0,0,39.33333333333334,2.6222222222222227,11.94476851851852,-0.4500000000000006,3.633599197231695,0,0,0,90.99636080831068,1.0152e-08,7.852e-09,5.964e-09,0.21402
931,1.3865,432.74,26.0,4.3316e-05,CC(C)CCC(CCOC(=O))O,True,0,0,3,0,9,0,0,0,0,9.0,10,174.24,1.3466,1.3466,46.53,0.2670454545454545,1,3,7,12,73.72808902474907,9.397341225498538,5.663902460147014,11.43,7.099295165750825,0.8888888888888888,0,0,0,0,0.2925771324439586,-0.4677967908480497,-0.0761536754540953,1,1,0,0,0,0,0,0,1,0,0,31.166666666666664,2.597222222222222,9.748595705257411,-0.3265277777777779,3.3267114075146145,0,0,0,73.72808902474907,4.4741e-08,2.397e-08,3.4964e-08,-0.62927
932,1.4991,476.75,17.0,4.4565e-05,CC(C)(C)C(O)C(=O)OCCCOC(=O),True,0,0,5,0,10,0,0,0,0,10.0,11,218.24899999999997,0.4996999999999998,0.4996999999999998,72.83000000000001,0.3337014144394706,1,5,6,15,89.36809846869633,11.89734122549854,6.892064077957809,13.900000000000002,6.396026049508072,0.8,0,0,0,0,0.3350063822705855,-0.4677635060133113,-0.0667965030352475,2,2,0,0,0,0,0,0,2,0,0,43.75,2.9166666666666665,11.2398082010582,-1.134732090367012,3.985374379589608,0,0,0,89.36809846869633,3.7249e-08,2.086e-08,2.0219e-08,-0.26396
933,1.3482,475.81,19.0,1.8905e-05,CCN(CC(C)(C)O)CC(C)(C)OC(=O),True,0,0,3,0,11,0,1,0,0,8.0,9,217.309,1.0308000000000002,1.0308000000000002,49.77,0.2290287102697081,1,4,7,15,92.21780692374566,12.112884175122364,6.699618605544506,14.390000000000002,5.467232858502,0.9090909090909092,0,0,0,0,0.2931576989019586,-0.4605102935784306,-0.0685909233133146,1,1,0,0,0,0,0,0,1,0,0,37.5,2.5,10.285413792831948,-0.7288998724489795,3.2098849053507967,0,0,0,92.21780692374566,3.4567e-08,1.8526e-08,1.5376e-08,-0.60084
934,1.4934,475.77,14.0,6.3001e-05,COC(CNC(=O))C(=O)NCCCCN,True,0,0,3,0,9,0,3,0,0,11.0,12,217.26899999999995,-1.3974999999999975,-1.3974999999999975,93.45,0.4301119810005109,3,4,9,15,89.53499243682562,11.518661569058182,7.256748817474191,13.86,9.416378045555534,0.7777777777777778,0,0,0,0,0.2504620282369237,-0.3697553779465863,-0.0883616018535639,2,0,1,2,3,0,0,0,1,0,0,41.00000000000001,2.733333333333334,11.419999527588814,-0.6314106198034772,3.5538312808819184,0,0,0,89.53499243682562,1.9103e-08,1.28e-08,1.0898e-08,0.2517
935,1.3868,448.7,19.0,8.6236e-05,NC(=O)CN(CCO)CCOC(=O),True,0,0,4,0,7,0,2,0,0,8.0,9,190.199,-2.060999999999998,-2.060999999999998,92.86,0.488225490144533,2,5,8,13,76.2594512632157,10.104448006685086,6.201907262607799,11.86,7.50609880875532,0.7142857142857143,0,0,0,0,0.292622928682468,-0.4665359520117368,-0.0948222888485109,2,1,1,0,1,0,0,0,1,0,0,40.66666666666667,3.1282051282051286,10.505795068027211,-0.4726360544217682,3.925652521870364,0,0,0,76.2594512632157,1.805e-08,1.0675e-08,1.5323e-08,0.23689
936,1.4387,484.81,22.0,8.2448e-06,C=CCC(C)(CCC(C)(CC=C)OC(=O))O,True,0,0,3,0,13,0,0,0,0,9.0,10,226.316,2.601500000000001,2.601500000000001,46.53,0.2055974831651319,1,3,9,16,97.808651417967,12.65685424949238,7.389087296526013,14.91,6.483306550190009,0.6153846153846154,0,0,0,0,0.2931312613614823,-0.4612504168460141,-0.0694483249594961,1,1,0,0,0,0,0,0,1,0,0,41.0,2.5625,10.410326042454018,-0.7952140022675738,3.251649673715501,0,0,0,97.808651417967,1.6847e-08,1.0488e-08,1.1485e-08,-0.14692
937,1.4938,475.72,14.0,0.00012575,C=CC(CO)NC(=O)COCCOC(=O),True,0,0,5,0,9,0,1,0,0,11.0,12,217.22099999999995,-1.1608999999999992,-1.1608999999999992,84.86000000000001,0.3906620446457756,2,5,9,15,87.86341550572351,11.518661569058182,7.239912065068584,13.6,9.166608996539791,0.5555555555555556,0,0,0,0,0.2926600281218109,-0.4654455659848123,-0.0848487139733614,2,1,0,1,1,0,0,0,2,0,0,45.5,3.033333333333333,11.098581349206349,-0.4654396835894854,3.822027580404263,0,0,0,87.86341550572351,3.9236e-08,1.4963e-08,1.7764e-08,0.19907
938,1.4494,463.71,14.0,8.4657e-05,CN(CCO)C(=O)COCCOC(=O),True,0,0,5,0,8,0,1,0,0,11.0,12,205.20999999999995,-1.373299999999999,-1.373299999999999,76.07,0.370693435992398,1,5,8,14,82.39804791010646,10.811554787871634,6.718744015013407,12.86,8.457897201347688,0.75,0,0,0,0,0.2926600281218207,-0.4654455659788802,-0.0801665660552809,2,1,0,0,0,0,0,0,2,0,0,42.16666666666667,3.0119047619047623,11.145109126984128,-0.217450869236583,3.892043089225994,0,0,0,82.39804791010646,2.4996e-08,1.6457e-08,1.7688e-08,0.28584
939,1.3361,477.78,19.0,7.0426e-05,COCC(C)NC(CCO)CCOC(=O),True,0,0,4,0,10,0,1,0,0,10.0,11,219.281,-0.0749999999999999,-0.0749999999999999,67.78999999999999,0.3091467112973764,2,5,10,15,90.7564385522606,11.518661569058182,7.239912065068585,14.35,9.888066505602836,0.9,0,0,0,0,0.2925765026056074,-0.4678376733417507,-0.0873826703139901,1,1,0,1,1,0,0,0,2,0,0,38.66666666666667,2.577777777777778,9.956904718307587,0.1234703325774755,3.0929420924112643,0,0,0,90.7564385522606,3.5771e-08,2.5074e-08,2.771e-08,0.32126
