Molality,Monomer Molecular Weight,Degree of Polymerization,CONDUCTIVITY,Mol_smiles_clean,is_valid,Count_P,Count_Cl,Count_O,Count_Si,Count_C,Count_F,Count_N,Count_S,Heteroatom_count,Topological_diameter_bonds,Longest_chain_atoms_est,MolWt,MolLogP,LogP,TPSA,TPSA_ratio,NumHDonors,NumHAcceptors,NumRotatableBonds,HeavyAtomCount,LabuteASA,Chi0,Chi1,Kappa1,Kappa2,FractionCSP3,RingCount,NumAromaticRings,NumAliphaticRings,MolCharge,MaxCharge,MinCharge,MeanCharge,FG_carbonyl,FG_ester,FG_amine_primary,FG_amine_secondary,FG_tertiary_amine,FG_sulfonyl,FG_thiol,FG_phosphate,FG_ether,FG_aromatic_ring,AromaticAtomCount,EState_sum,EState_mean,EState_max,EState_min,EState_std,Total_formal_charge,Num_positive_atoms,Num_negative_atoms,SASA_sum
1.4398,441.71,19.0,7.1595e-05,C#CCC(N)C(=O)NCCNC(=O),True,0,0,2,0,8,0,3,0,0,10.0,11,183.211,-1.800799999999999,-1.800799999999999,84.22,0.459688555818155,3,3,6,13,77.0557304847814,10.104448006685086,6.218744015013407,11.46,7.127623024466314,0.5,0,0,0,0,0.23746565110787496,-0.3569089503838388,-0.08955435069411227,2,0,1,2,3,0,0,0,0,0,0,39.0,3.0,11.048337112622828,-0.6655267384731678,3.655789656847511,0,0,0,77.0557304847814
1.4415,461.78,19.0,3.3876e-05,CCCN(CC(C)OC(=O))C(C)CO,True,0,0,3,0,10,0,1,0,0,8.0,9,203.28199999999995,0.6406999999999998,0.6406999999999998,49.769999999999996,0.24483230192540414,1,4,8,14,85.85286480934906,10.974691494688164,6.650595667591544,13.39,7.762420524059012,0.9,0,0,0,0,0.29288996973254017,-0.46351767276311107,-0.07597599078533175,1,1,0,0,0,0,0,0,1,0,0,35.166666666666664,2.511904761904762,10.103909674981104,-0.11754629629629654,3.1282336507693804,0,0,0,85.85286480934906
1.4923,477.73,17.0,6.4606e-05,COCCC(COC(=O))NC(=O)CCO,True,0,0,5,0,9,0,1,0,0,9.0,10,219.23699999999997,-0.9368999999999996,-0.9368999999999996,84.86,0.38706970082604675,2,5,9,15,88.55301853790777,11.518661569058182,7.239912065068584,13.860000000000001,9.416378045555534,0.7777777777777778,0,0,0,0,0.29265167027883116,-0.4657133603690052,-0.08376322054848367,2,1,0,1,1,0,0,0,2,0,0,43.99999999999999,2.9333333333333327,11.123955498866213,-0.2702758881330305,3.843626301525888,0,0,0,88.55301853790777
1.4633,483.73,19.0,8.8543e-05,CC(CN(C)CC(C)(O)C(F)F)OC(=O),True,0,0,3,0,9,2,1,0,2,9.0,10,225.23499999999999,0.4958000000000001,0.4958000000000001,49.77,0.2209692099362888,1,4,7,15,87.8189935008049,12.060477932315068,6.7917295449885895,14.25,5.969834865828486,0.8888888888888888,0,0,0,0,0.29288996658720207,-0.4635181056004339,-0.06742523078508963,1,1,0,0,0,0,0,0,1,0,0,49.41666666666667,3.2944444444444447,12.29432988473167,-2.803476421432771,4.951059411508953,0,0,0,87.8189935008049
1.3842,446.77,16.0,0.00011879,CCN(CCCCO)CCNC(=O),True,0,0,2,0,9,0,2,0,0,10.0,11,188.271,-0.17319999999999997,-0.17319999999999997,52.57,0.2792251594775616,2,3,9,13,79.9242396490536,9.941311299868556,6.346065214951232,12.390000000000002,9.477796312554874,0.8888888888888888,0,0,0,0,0.20666770968870465,-0.39637570656771415,-0.08961633073505991,1,0,0,1,1,0,0,0,0,0,0,32.0,2.4615384615384617,9.972356882185075,0.2679980788611742,2.9935817772949815,0,0,0,79.9242396490536
1.323,462.72,31.0,6.7276e-05,CCOCCNC(=O)C(CO)NC(=O),True,0,0,4,0,8,0,2,0,0,10.0,11,204.22600000000003,-1.753999999999998,-1.753999999999998,87.66,0.4292303624416087,3,4,8,14,82.62439337761231,10.811554787871634,6.756748817474191,12.86,8.457897201347688,0.75,0,0,0,0,0.2445496849957299,-0.3936792299033664,-0.0899870685104472,2,0,0,2,2,0,0,0,1,0,0,41.5,2.9642857142857144,11.179305083144369,-0.8804383975812551,3.9627146415590695,0,0,0,82.62439337761231
1.355,475.81,17.0,5.6532e-05,CCCN(CCO)CCC(C)(C)OC(=O),True,0,0,3,0,11,0,1,0,0,9.0,10,217.30899999999997,1.0324,1.0324,49.77,0.22902871026970817,1,4,9,15,92.21780692374566,11.734204518682008,7.05317199613778,14.390000000000002,7.651829468630145,0.9090909090909091,0,0,0,0,0.29311083265589716,-0.4618266140519212,-0.07294854829375831,1,1,0,0,0,0,0,0,1,0,0,36.75000000000001,2.4500000000000006,10.240759952129,-0.4134948979591837,3.041838714615976,0,0,0,92.21780692374566
1.3292,461.78,31.0,1.527e-05,CCCC(CC)NCC(COC(=O))O,True,0,0,3,0,10,0,1,0,0,10.0,11,203.28199999999998,0.6885999999999999,0.6885999999999999,58.56,0.28807272655719646,2,4,9,14,85.64289332275374,10.811554787871634,6.739912065068584,13.39,8.96515082928919,0.9,0,0,0,0,0.2926715282261045,-0.46509240558224735,-0.08147177825578202,1,1,0,1,1,0,0,0,1,0,0,35.16666666666667,2.5119047619047623,9.852364295657043,-0.6054572940287228,3.1613306081063848,0,0,0,85.64289332275374
1.4477,480.76,26.0,7.3719e-05,COCNC(=S)NC(CO)COC(=O),True,0,0,4,0,7,0,2,1,1,10.0,11,222.266,-1.4116999999999997,-1.4116999999999997,79.82,0.3591192535070591,3,5,7,14,87.5702546398837,10.811554787871634,6.739912065068585,13.080000000000002,8.668240795294073,0.7142857142857143,0,0,0,0,0.29265315098667494,-0.46561897680706443,-0.09530273174584467,1,1,0,2,2,0,0,0,2,0,0,40.166666666666664,2.869047619047619,9.882954415964427,-0.40550359032501926,3.2104500407585346,0,0,0,87.5702546398837
1.3553,475.76,17.0,3.1371e-05,CCC(C(=O)N(C)CCOC(=O))C(C)O,True,0,0,4,0,10,0,1,0,0,9.0,10,217.26500000000001,0.02479999999999999,0.02479999999999999,66.84,0.3076427404321911,1,4,7,15,90.01438690939281,11.844934982691242,7.040111220059325,13.900000000000002,7.225857363237215,0.8,0,0,0,0,0.2926410998833051,-0.4660138600516738,-0.07046529435910992,2,1,0,0,0,0,0,0,1,0,0,42.33333333333333,2.822222222222222,11.731948223733937,-0.6556117199966409,3.965512536814728,0,0,0,90.01438690939281
1.3606,473.84,19.0,8.8876e-05,CCCC(CC)N(CCN)CCNC(=O),True,0,0,1,0,11,0,3,0,0,9.0,10,215.34099999999998,0.5718000000000008,0.5718000000000008,58.36,0.27101202279175823,2,3,10,15,93.19978082266353,11.518661569058182,7.294753619934976,14.390000000000002,9.926624682900304,0.9090909090909091,0,0,0,0,0.20666771119568336,-0.3573922200068063,-0.0831471811525559,1,0,1,1,2,0,0,0,0,0,0,33.333333333333336,2.2222222222222223,10.15500921201814,0.6037055933484504,2.458516464725284,0,0,0,93.19978082266353
1.3635,435.65,26.0,3.7232e-05,COC(=O)NC(CO)COC(=O),True,0,0,5,0,6,0,1,0,0,8.0,9,177.15599999999998,-1.1237000000000008,-1.1237000000000008,84.86000000000001,0.4790128474339002,2,5,5,12,69.45819219471791,9.397341225498538,5.739912065068584,10.7,6.412726002270941,0.6666666666666666,0,0,0,0,0.4067673395927191,-0.4656162160985125,-0.08788757615205268,2,2,0,1,1,0,0,0,2,0,0,39.5,3.2916666666666665,10.55592970521542,-0.6772694633408916,4.030695060480796,0,0,0,69.45819219471791
1.4527,473.75,16.0,5.7436e-05,C=C(CO)C(=O)NC(C)(C)CCOC(=O),True,0,0,4,0,10,0,1,0,0,10.0,11,215.24899999999997,-0.007200000000000539,-0.007200000000000539,75.63,0.3513605173543199,2,4,7,15,89.11481239061324,11.897341225498538,6.9258507961999545,13.639999999999999,6.185095229289941,0.6,0,0,0,0,0.2925769950875653,-0.4678062111752423,-0.07463294577250214,2,1,0,1,1,0,0,0,1,0,0,44.08333333333334,2.9388888888888896,11.341382275132275,-0.5017824074074073,3.824839661071372,0,0,0,89.11481239061324
1.4811,475.76,26.0,4.3389e-05,CCCCCC(=O)NC(CO)COC(=O),True,0,0,4,0,10,0,1,0,0,11.0,12,217.26499999999996,0.21679999999999977,0.21679999999999977,75.63,0.3481002462430673,2,4,9,15,89.80441542279748,11.518661569058182,7.239912065068585,13.900000000000002,9.45483670617463,0.8,0,0,0,0,0.2926531533623313,-0.465618639108935,-0.07683662982904742,2,1,0,1,1,0,0,0,1,0,0,42.0,2.8,11.28422052154195,-0.4959939531368105,3.8356246266461396,0,0,0,89.80441542279748
1.4418,461.74,19.0,5.7309e-05,CC(C)C(O)C(=O)N(C)CCOC(=O),True,0,0,4,0,9,0,1,0,0,9.0,10,203.23799999999994,-0.36529999999999996,-0.36529999999999996,66.84,0.3288755055649043,1,4,6,14,83.64944479499619,11.137828201504695,6.50210641759854,12.9,6.36835728120355,0.7777777777777778,0,0,0,0,0.2926410999290925,-0.46601384677066143,-0.07124912432266788,2,1,0,0,0,0,0,0,1,0,0,40.833333333333336,2.916666666666667,11.410698223733938,-0.9896008125472411,4.033930447223902,0,0,0,83.64944479499619
1.4011,433.68,17.0,0.00012923,CN(CCO)C(=O)CCOC(=O),True,0,0,4,0,7,0,1,0,0,9.0,10,175.18399999999997,-0.9998000000000007,-0.9998000000000007,66.84,0.3815416933053248,1,4,6,12,70.91956056620299,9.397341225498538,5.718744015013407,10.900000000000002,6.60027775439778,0.7142857142857143,0,0,0,0,0.292589831303673,-0.46735278055695445,-0.07867888331901719,2,1,0,0,0,0,0,0,1,0,0,37.16666666666667,3.0972222222222228,11.026666666666667,-0.14731481481481445,4.03959310174411,0,0,0,70.91956056620299
1.4784,477.73,31.0,6.2121e-05,COC(=O)C(C)N(C)CC(CO)OC(=O),True,0,0,5,0,9,0,1,0,0,9.0,10,219.237,-0.9863999999999999,-0.9863999999999999,76.07,0.3469761034861816,1,6,7,15,88.76299002450307,11.844934982691242,7.061279270114503,13.860000000000001,7.191243271437181,0.7777777777777778,0,0,0,0,0.32227815186563463,-0.46785035141644593,-0.07404904754575864,2,2,0,0,0,0,0,0,2,0,0,44.33333333333333,2.9555555555555553,11.144182728647014,-0.6253647014361305,3.880726613706328,0,0,0,88.76299002450307
1.3375,464.76,26.0,2.231e-05,CNC(=S)NC(COC(=O))C(C)O,True,0,0,3,0,7,0,2,1,1,8.0,9,206.267,-0.9972999999999996,-0.9972999999999996,70.59,0.34222633770792227,3,4,5,13,82.4567094103768,10.267584713501616,6.112590865130759,12.12,6.616040303390838,0.7142857142857143,0,0,0,0,0.29265334203525545,-0.4656068411808154,-0.09000662301173067,1,1,0,2,2,0,0,0,1,0,0,37.0,2.8461538461538463,9.907129708364828,-0.6469907407407409,3.315976745293902,0,0,0,82.4567094103768
1.4866,473.79,13.0,6.5446e-05,CC(CNC(=O)CCCCCN)NC(=O),True,0,0,2,0,10,0,3,0,0,12.0,13,215.297,-0.24379999999999885,-0.24379999999999885,84.22,0.3911805552330037,3,3,9,15,90.78638932171538,11.518661569058182,7.2019072626078,13.900000000000002,9.45483670617463,0.8,0,0,0,0,0.2195661379789362,-0.3544531179039279,-0.08315708675284018,2,0,1,2,3,0,0,0,0,0,0,39.0,2.6,11.256438492063491,-0.018063140379608766,3.4326737927759443,0,0,0,90.78638932171538
1.456,460.75,17.0,6.6424e-05,CC(CN)C(=O)NC(C)(C)COC(=O),True,0,0,3,0,9,0,2,0,0,9.0,10,202.25399999999996,-0.3509999999999993,-0.3509999999999993,81.42000000000002,0.4025631137085053,2,4,6,14,83.98513025321758,11.19023444431199,6.4258507961999545,12.9,5.592496341125747,0.7777777777777778,0,0,0,0,0.2926620768085998,-0.46542829604252467,-0.07526404283174205,2,1,1,1,2,0,0,0,1,0,0,39.25,2.8035714285714284,11.417851001511716,-0.5541435185185186,3.653050210155146,0,0,0,83.98513025321758
1.3943,482.77,16.0,6.9272e-05,CC(COC(=O))CS(=O)(=O)CCCO,True,0,0,5,0,8,0,0,1,1,10.0,11,224.27799999999993,-0.40729999999999994,-0.40729999999999994,80.67,0.3596875306539207,1,5,8,14,83.98854529213905,11.02709773749546,6.515167193676995,13.379999999999999,6.77785849929231,0.875,0,0,0,0,0.2925860357755272,-0.4675809013422008,-0.06841951601737689,1,1,0,0,0,1,0,0,1,0,0,44.24999999999999,3.160714285714285,11.308013038548753,-3.129311696900983,4.75987582360536,0,0,0,83.98854529213905
1.3552,475.77,17.0,3.9819e-05,COCC(NC(=O))C(=O)NCCC(C)N,True,0,0,3,0,9,0,3,0,0,9.0,10,217.26899999999998,-1.3990999999999976,-1.3990999999999976,93.44999999999999,0.4301119810005109,3,4,8,15,89.5349924368256,11.681798275874712,7.112590865130759,13.860000000000001,8.191675267956287,0.7777777777777778,0,0,0,0,0.24448053196191719,-0.3819968092145319,-0.08770915109355536,2,0,1,2,3,0,0,0,1,0,0,41.333333333333336,2.7555555555555555,11.45127456538171,-0.6383512849584283,3.604040300953177,0,0,0,89.5349924368256
1.3614,474.78,17.0,4.2767e-05,CCCCC(NC(=O))C(=O)NCCCO,True,0,0,3,0,10,0,2,0,0,10.0,11,216.28099999999995,-0.21019999999999944,-0.21019999999999944,78.43,0.36263009695719933,3,3,9,15,90.24073237689866,11.518661569058182,7.256748817474191,13.900000000000002,9.45483670617463,0.8,0,0,0,0,0.2420692123276352,-0.39630669047112055,-0.08243799828008529,2,0,0,2,2,0,0,0,0,0,0,41.0,2.7333333333333334,11.499717498110353,-0.44338624338624344,3.8246017810857396,0,0,0,90.24073237689866
